City ID,City,Country,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
3831208,Qaanaaq,GL,77.484,77.484,-1.23,57,0,8.3
2026861,Berdigestyakh,RU,62.0989,62.0989,33.49,98,100,8.12
3652764,Puerto Ayora,EC,-0.7393,-0.7393,70.02,85,95,9.82
2542997,Marrakesh,MA,31.6315,31.6315,64.47,45,0,3.44
2155415,New Norfolk,AU,-42.7826,-42.7826,47.77,81,100,3.0
3416888,Grindavik,IS,63.8424,63.8424,46.87,100,90,10.36
1337618,Manadhoo,MV,5.7667,5.7667,81.57,76,98,15.75
5859699,College,US,64.8569,64.8569,33.89,79,1,1.01
3832899,Viedma,AR,-40.8135,-40.8135,49.28,33,11,10.13
2013279,Vostok,RU,46.4856,46.4856,34.79,72,5,5.82
1015776,Bredasdorp,ZA,-34.5322,-34.5322,51.12,82,41,3.44
1648082,Boyolangu,ID,-8.1181,-8.1181,76.98,85,84,0.92
1494088,Promyshlennyy,RU,67.5833,67.5833,24.49,92,99,16.62
4026082,Lázaro Cárdenas,MX,17.9583,17.9583,80.78,83,100,6.15
4034551,Faanui,PF,-16.4833,-16.4833,77.61,80,83,8.77
1791779,Wanning,CN,18.8003,18.8003,70.36,91,97,14.9
2206939,Bluff,NZ,-46.6,-46.6,51.69,95,100,0.92
3466704,Castro,BR,-24.7911,-24.7911,62.76,82,95,4.7
2122389,Ossora,RU,59.2353,59.2353,27.1,85,100,5.7
2517750,Felanitx,ES,39.4696,39.4696,55.27,69,16,7.61
5122534,Jamestown,US,42.097,42.097,44.53,95,90,3.0
3457398,Mato Verde,BR,-15.3972,-15.3972,74.07,78,74,6.6
88533,Awjilah,LY,29.1081,29.1081,71.83,36,22,11.32
5282297,Bethel,US,41.3712,41.3712,53.06,72,90,3.44
1006984,East London,ZA,-33.0153,-33.0153,60.24,65,54,19.19
3985710,Cabo San Lucas,MX,22.8909,22.8909,85.46,63,1,7.0
100926,Umluj,SA,25.0213,25.0213,77.68,65,0,11.18
3939168,Huarmey,PE,-10.0681,-10.0681,65.46,80,22,10.56
5880054,Barrow,US,71.2906,71.2906,28.42,86,90,13.8
964420,Port Elizabeth,ZA,-33.918,-33.918,57.49,82,40,19.57
3359638,Walvis Bay,NA,-22.9575,-22.9575,54.55,87,0,2.3
2210554,Sirte,LY,31.2089,31.2089,81.07,33,100,20.4
3175531,Provincia di Imperia,IT,43.9667,43.9667,49.73,47,0,9.98
3443061,Chui,UY,-33.6971,-33.6971,59.13,79,100,5.66
5478673,Meadow Lake,US,34.8014,34.8014,70.43,16,82,16.64
3517970,Pochutla,MX,15.7432,15.7432,81.12,79,87,5.12
3065824,Slavkov u Brna,CZ,49.1533,49.1533,35.17,81,0,4.61
3372964,Lagoa,PT,39.05,39.05,66.58,61,15,13.0
5592562,Emmett,US,43.8735,43.8735,53.92,53,92,3.69
3932145,Pisco,PE,-13.7,-13.7,62.65,77,0,20.71
4021858,Guerrero Negro,MX,27.9769,27.9769,70.11,66,1,18.5
2013399,Vikhorevka,RU,56.1201,56.1201,36.99,91,64,6.11
4020109,Atuona,PF,-9.8,-9.8,78.55,76,21,17.76
2094342,Kavieng,PG,-2.5744,-2.5744,84.92,70,83,12.46
1271131,Gobindpur,IN,22.6333,22.6333,66.63,78,5,2.26
5924351,Clyde River,CA,70.4692,70.4692,19.72,81,92,13.42
2729907,Longyearbyen,SJ,78.2186,78.2186,19.24,73,20,4.61
4328010,Houma,US,29.5958,29.5958,78.37,78,40,8.05
3466165,Cidreira,BR,-30.1811,-30.1811,65.26,94,100,8.99
6167817,Torbay,CA,47.6666,47.6666,58.59,96,90,13.8
5836898,Rock Springs,US,41.5875,41.5875,42.67,78,90,4.0
2038067,Chifeng,CN,42.2683,42.2683,39.52,53,3,5.23
5563839,Fortuna,US,40.5982,40.5982,60.93,77,20,7.0
2315026,Kasongo-Lunda,CD,-6.4667,-6.4667,70.52,97,51,1.86
3420768,Qasigiannguit,GL,68.8193,68.8193,21.45,95,100,3.58
1733353,Papar,MY,5.7333,5.7333,76.89,88,100,4.43
1053384,Toamasina,MG,-18.1667,-18.1667,77.0,94,75,4.61
1106677,Bambous Virieux,MU,-20.3428,-20.3428,73.65,83,40,11.5
4726521,San Patricio,US,28.017,28.017,80.44,57,11,14.47
2360541,Gayéri,BF,12.6497,12.6497,83.41,55,100,10.27
935051,Lavumisa,SZ,-27.31,-27.31,74.52,60,79,17.98
3792395,Puerto Concordia,CO,2.6221,2.6221,75.13,95,90,3.02
2209055,Waddān,LY,29.1614,29.1614,79.39,22,73,10.8
3531368,Celestún,MX,20.8667,20.8667,80.98,76,88,13.04
1623197,Tual,ID,-5.6667,-5.6667,83.84,75,93,13.96
3389822,Salinópolis,BR,-0.6136,-0.6136,80.78,81,69,10.89
1792592,Tongren,CN,27.7172,27.7172,49.24,81,0,1.66
3421982,Maniitsoq,GL,65.4167,65.4167,26.94,48,100,5.59
780687,Berlevåg,NO,70.8578,70.8578,36.21,63,100,23.64
5866583,Saint Paul Harbor,US,57.79,57.79,42.84,92,100,21.92
2110227,Butaritari,KI,3.0707,3.0707,81.21,74,100,7.94
4031637,Lavrentiya,RU,65.5833,65.5833,24.17,84,100,9.98
5851349,Nānākuli,US,21.3906,21.3906,86.99,42,1,9.22
4946620,Palmer,US,42.1584,42.1584,49.8,61,75,1.01
4705086,Lamar,US,33.6668,33.6668,80.87,63,20,12.66
2017215,Sangar,RU,63.9242,63.9242,17.94,94,100,10.89
962367,Richards Bay,ZA,-28.783,-28.783,68.65,71,90,20.02
6696260,Matane,CA,48.8286,48.8286,43.84,11,100,6.91
3137469,Sørland,NO,67.667,67.667,41.7,79,99,13.98
3418910,Upernavik,GL,72.7868,72.7868,18.59,89,100,11.77
1214026,Sabang,ID,5.8933,5.8933,80.1,79,97,2.8
3386213,Touros,BR,-5.1989,-5.1989,81.5,77,24,14.09
5855927,Hilo,US,19.7297,19.7297,80.37,68,75,6.91
2156643,Mount Gambier,AU,-37.8333,-37.8333,53.51,58,90,17.27
2228079,Mbalmayo,CM,3.5167,3.5167,70.12,99,99,2.51
537147,Lakhdenpokh'ya,RU,61.5198,61.5198,32.83,88,96,7.83
3355672,Lüderitz,NA,-26.6481,-26.6481,56.7,75,0,18.12
3577154,Oranjestad,AW,12.524,12.524,84.15,74,20,17.27
3407091,Aroeiras,BR,-7.5453,-7.5453,73.65,86,48,8.08
3041732,Mariehamn,AX,60.0973,60.0973,26.46,100,0,1.14
6620339,Karratha,AU,-20.7377,-20.7377,83.12,31,93,3.58
2013923,Ust'-Kut,RU,56.7938,56.7938,30.45,90,98,4.85
2091996,Madang,PG,-5.2246,-5.2246,80.38,83,78,0.83
1503037,Kodinsk,RU,58.6881,58.6881,34.03,97,100,11.07
2122783,Katangli,RU,51.7102,51.7102,38.82,92,80,20.24
5870133,Nome,US,64.5011,64.5011,33.87,69,1,4.61
535839,Leshukonskoye,RU,64.8989,64.8989,22.26,97,93,2.91
2293428,Adiaké,CI,5.2863,5.2863,78.39,89,99,4.14
3695466,La Unión,PE,-5.4,-5.4,73.18,61,93,18.54
5905393,Bonavista,CA,48.6499,48.6499,53.6,100,100,7.4
2122262,Palana,RU,59.1167,59.1167,25.12,79,100,6.64
527321,Mezen',RU,65.8522,65.8522,30.06,85,100,5.23
6050066,La Ronge,CA,55.1001,55.1001,37.65,70,75,13.8
3361934,Saldanha,ZA,-33.0117,-33.0117,50.05,74,14,7.18
686090,Asău,RO,46.4333,46.4333,44.37,58,99,1.81
3893629,Coquimbo,CL,-29.9533,-29.9533,58.73,77,0,11.5
6255012,Flinders,AU,-34.5833,-34.5833,65.95,74,69,5.01
2121385,Severo-Kuril'sk,RU,50.6789,50.6789,40.96,77,72,11.48
1167821,Pishin,PK,30.5803,30.5803,48.76,26,0,2.73
3855065,General Roca,AR,-39.0333,-39.0333,68.63,21,2,33.02
2012530,Zhigansk,RU,66.7697,66.7697,23.27,96,100,8.68
1282256,Hithadhoo,MV,-0.6,-0.6,82.63,72,76,11.81
3833112,Veinticinco de Mayo,AR,-35.4323,-35.4323,58.98,53,6,1.99
2094027,Kieta,PG,-6.2167,-6.2167,84.16,72,16,5.21
3733380,Campoverde,PE,-8.4753,-8.4753,89.29,41,88,2.98
582447,Almaznyy,RU,48.0448,48.0448,50.14,77,100,6.6
2235194,Bafia,CM,4.75,4.75,67.35,96,81,1.77
2112444,Kamaishi,JP,39.2667,39.2667,41.95,64,3,5.3
777019,Vardø,NO,70.3705,70.3705,35.19,67,89,23.44
3663503,Manicoré,BR,-5.8092,-5.8092,82.85,64,82,1.72
2173125,Burnie,AU,-41.0667,-41.0667,56.95,54,50,9.78
2171099,Codrington,AU,-38.2667,-38.2667,53.65,59,47,16.26
1696105,Palimbang,PH,6.2106,6.2106,81.09,76,81,3.0
86049,Jalu,LY,29.0331,29.0331,71.1,37,8,10.56
215771,Isiro,CD,2.7739,2.7739,67.42,98,100,1.3
933677,Kasane,BW,-17.8167,-17.8167,75.54,45,59,1.07
3374210,São Filipe,CV,14.8961,14.8961,79.18,72,9,10.27
3354071,Oranjemund,NA,-28.55,-28.55,56.62,83,0,14.9
2194098,Ahipara,NZ,-35.1667,-35.1667,64.17,86,69,7.09
3423146,Ilulissat,GL,69.2167,69.2167,21.22,79,40,17.27
1639304,Kualakapuas,ID,-3.0091,-3.0091,77.16,93,97,1.03
6170031,Tuktoyaktuk,CA,69.4541,69.4541,30.2,86,90,9.22
5367788,Lompoc,US,34.6391,34.6391,65.55,68,1,18.41
487928,Novikovo,RU,51.1537,51.1537,39.92,74,2,8.41
2122104,Petropavlovsk-Kamchatskiy,RU,53.0452,53.0452,34.39,87,75,2.24
1513491,Yangi Marg`ilon,UZ,40.4272,40.4272,38.08,70,0,5.75
1804979,Juegang,CN,32.3174,32.3174,58.95,65,100,1.97
1488903,Turukhansk,RU,65.8167,65.8167,32.61,98,100,12.46
4169345,Princeton,US,25.5384,25.5384,80.4,83,90,5.75
3865086,Bahía Blanca,AR,-38.7196,-38.7196,53.24,54,11,10.58
5746545,Portland,US,45.5234,45.5234,53.49,94,90,1.99
7671223,Kloulklubed,PW,7.0419,7.0419,82.9,71,49,0.89
3871336,Santiago,CL,-33.4569,-33.4569,68.81,32,0,6.91
933211,Nokaneng,BW,-19.6667,-19.6667,80.37,30,62,4.68
2092164,Lorengau,PG,-2.0226,-2.0226,83.34,77,62,10.98
4033543,Teahupoo,PF,-17.8333,-17.8333,75.16,81,100,8.05
5690532,Minot,US,48.2325,48.2325,45.18,53,1,13.8
5803990,Moses Lake,US,47.1301,47.1301,56.12,62,90,11.5
3461789,Guarujá,BR,-23.9931,-23.9931,75.52,26,59,0.18
5364271,Laguna,US,38.421,38.421,61.57,67,90,1.99
1806840,Huilong,CN,31.8111,31.8111,62.96,66,100,7.43
4033557,Tautira,PF,-17.7333,-17.7333,80.62,82,100,10.94
3899695,Ancud,CL,-41.8697,-41.8697,49.53,69,15,10.49
3175096,Laas,IT,46.6166,46.6166,38.35,50,6,1.81
2381972,Adrar,MR,20.5022,20.5022,80.06,18,0,5.64
2184397,Porirua,NZ,-41.1333,-41.1333,58.23,57,100,8.01
2121025,Srednekolymsk,RU,67.45,67.45,-10.12,96,36,4.59
605155,Kiruna,SE,67.8557,67.8557,7.72,85,47,12.66
6201197,Muhafazat Lahij,YE,13.1667,13.1667,77.02,72,51,4.36
1264323,Mahwa,IN,27.0471,27.0471,70.86,61,0,5.41
2961459,Skibbereen,IE,51.55,51.55,57.0,91,100,14.34
964712,Plettenberg Bay,ZA,-34.0527,-34.0527,54.41,81,58,7.09
2629833,Husavik,IS,66.0449,66.0449,33.71,97,100,3.69
5354943,Half Moon Bay,US,37.4636,37.4636,63.73,68,75,1.01
934985,Mbabane,SZ,-26.3167,-26.3167,59.32,82,41,7.85
1521153,Mamlyutka,KZ,54.9375,54.9375,45.57,84,50,12.46
2963295,Killybegs,IE,54.6333,54.6333,55.17,90,100,22.17
110690,Abhā,SA,18.2164,18.2164,55.65,28,0,3.44
1524243,Georgiyevka,KZ,43.0369,43.0369,32.04,93,0,4.47
2136825,Isangel,VU,-19.55,-19.55,80.71,78,75,9.22
2108502,Honiara,SB,-9.4333,-9.4333,86.63,59,40,2.17
1701394,Manuk Mangkaw,PH,4.8,4.8,82.02,74,99,7.47
3146487,Raudeberg,NO,61.9875,61.9875,48.87,80,100,13.0
361058,Alexandria,EG,31.2156,31.2156,69.76,73,40,8.05
484127,Tatarskaya Kargala,RU,51.9495,51.9495,48.22,68,100,9.62
5861897,Fairbanks,US,64.8378,64.8378,35.24,75,1,1.01
287286,Muscat,OM,23.6139,23.6139,80.62,50,0,3.13
2610806,Vágur,FO,61.4732,61.4732,49.33,94,84,19.64
2130741,Abashiri,JP,44.0213,44.0213,41.29,75,20,5.75
1490796,Strezhevoy,RU,60.7333,60.7333,40.98,90,99,19.3
1337605,Mahibadhoo,MV,3.7833,3.7833,82.18,74,82,15.1
934322,Mahébourg,MU,-20.4081,-20.4081,73.69,83,40,11.5
5322400,Adelanto,US,34.5828,34.5828,63.43,42,39,15.66
971534,Nelspruit,ZA,-25.4745,-25.4745,82.69,39,31,2.3
3514148,Zacatlán,MX,19.9333,19.9333,60.51,91,95,3.94
1515029,Ulaangom,MN,49.9811,49.9811,31.68,57,43,2.57
2364079,Sotouboua,TG,8.5667,8.5667,71.91,95,98,5.03
158289,Kasamwa,TZ,-2.85,-2.85,68.09,84,88,3.36
3869716,Tocopilla,CL,-22.092,-22.092,61.9,66,15,8.7
2236967,Soyo,AO,-6.1349,-6.1349,77.61,85,100,8.7
1714733,Dingle,PH,10.9995,10.9995,75.9,94,100,4.27
1140025,Herat Province,AF,34.5,34.5,44.91,37,0,4.88
1819729,Hong Kong,HK,22.2855,22.2855,67.84,79,94,4.0
364933,Umm Kaddadah,SD,13.6017,13.6017,85.23,20,45,15.12
933995,Souillac,MU,-20.5167,-20.5167,73.78,83,40,11.5
2032614,Baruun-Urt,MN,46.6806,46.6806,32.68,44,23,7.94
1489209,Troitskoye,RU,52.9821,52.9821,43.63,59,100,21.65
3354077,Opuwo,NA,-18.0607,-18.0607,66.02,27,7,4.43
2219235,Ubari,LY,26.5921,26.5921,80.58,17,72,13.76
1166073,Sarai Alamgir,PK,32.9012,32.9012,60.78,71,25,5.3
1636806,Majene,ID,-3.5403,-3.5403,79.77,81,87,3.6
1649150,Bengkulu,ID,-3.8004,-3.8004,75.56,88,54,2.57
304797,Mardin,TR,37.3131,37.3131,57.83,19,0,4.92
157448,Manyoni,TZ,-5.7467,-5.7467,72.39,48,14,7.4
986717,Kruisfontein,ZA,-34.0033,-34.0033,54.93,62,65,11.21
3939761,Hualmay,PE,-11.0964,-11.0964,64.09,81,11,12.03
746940,Gerede,TR,40.8008,40.8008,43.68,75,85,2.06
4315067,Ascension,US,30.2169,30.2169,78.66,79,1,3.44
2123814,Leningradskiy,RU,69.3833,69.3833,10.45,93,100,8.84
2063036,Port Lincoln,AU,-34.7333,-34.7333,58.39,66,4,11.18
1266622,Khunti,IN,23.0833,23.0833,64.51,72,3,3.31
553766,Kamenka,RU,51.3223,51.3223,42.26,70,8,7.34
1631637,Pemangkat,ID,1.1667,1.1667,76.62,86,76,4.92
3465080,Cruzeiro do Sul,BR,-29.5128,-29.5128,65.61,90,100,1.7
1529484,Kumul,CN,42.8,42.8,47.66,45,100,6.15
57289,Hargeisa,SO,9.56,9.56,65.95,65,4,8.63
3465329,Coruripe,BR,-10.1256,-10.1256,78.96,83,23,15.97
1529376,Korla,CN,41.7597,41.7597,50.14,37,100,3.89
1337613,Kulhudhuffushi,MV,6.6221,6.6221,81.46,76,99,15.41
4845585,Westport,US,41.1415,41.1415,54.68,66,90,1.99
1272140,Dwārka,IN,22.2394,22.2394,80.6,66,44,16.26
1252795,Yanam,IN,16.7333,16.7333,74.68,92,92,2.82
885800,Mount Darwin,ZW,-16.7725,-16.7725,75.97,38,35,1.34
5944222,Dunnville,CA,42.9001,42.9001,46.49,70,99,2.59
3186084,Berat,AL,40.7058,40.7058,62.85,84,74,2.77
3374083,Bathsheba,BB,13.2167,13.2167,83.01,69,40,20.71
1899102,Nagato,JP,34.3833,34.3833,57.2,59,99,5.91
1267390,Kavaratti,IN,10.5669,10.5669,80.47,78,82,2.26
942470,Vryheid,ZA,-27.7695,-27.7695,54.43,77,67,12.15
2383523,Paoua,CF,7.2427,7.2427,68.83,94,26,0.6
2447513,Arlit,NE,18.7369,18.7369,85.77,14,7,9.91
2027316,Ayan,RU,56.45,56.45,38.39,66,10,8.05
1791464,Wenling,CN,28.3669,28.3669,61.92,80,100,10.22
1861416,Ishigaki,JP,24.3448,24.3448,77.13,69,75,13.8
4047434,Russell,US,32.3502,32.3502,60.71,85,1,0.0
3374120,Vila do Maio,CV,15.1333,15.1333,77.79,69,3,14.41
5850554,Makakilo City,US,21.3469,21.3469,85.91,46,1,9.22
2121373,Seymchan,RU,62.8833,62.8833,1.22,77,45,1.68
2109701,Auki,SB,-8.7676,-8.7676,85.37,66,22,3.0
1488429,Uray,RU,60.1247,60.1247,38.77,77,40,14.36
1507116,Dudinka,RU,69.4058,69.4058,22.51,94,99,7.74
1259184,Puri,IN,19.8,19.8,72.12,68,62,6.13
1489656,Teya,RU,60.3778,60.3778,34.66,96,100,13.6
3577430,Road Town,VG,18.4167,18.4167,82.36,74,40,8.05
1786538,Yining,CN,29.0361,29.0361,51.24,88,11,0.94
2214432,Nālūt,LY,30.3333,30.3333,71.49,49,100,6.29
4031574,Provideniya,RU,64.3833,64.3833,25.03,77,100,8.12
2120048,Ust-Nera,RU,64.5667,64.5667,0.5,99,73,5.37
3452599,Posse,BR,-14.0931,-14.0931,79.23,53,99,4.59
4035715,Avarua,CK,-21.2078,-21.2078,75.25,57,75,10.36
343137,Awasa,ET,7.05,7.05,59.16,60,83,4.81
5546220,Saint George,US,37.1041,37.1041,72.54,26,1,1.01
3870243,Taltal,CL,-25.4,-25.4,59.32,77,19,8.52
2396518,Port-Gentil,GA,-0.7193,-0.7193,78.76,83,75,8.05
1254396,Tīrthahalli,IN,13.7,13.7,66.43,98,95,0.51
2527087,Tiznit Province,MA,29.5833,29.5833,63.16,74,0,1.16
2177069,Ballina,AU,-28.8667,-28.8667,82.0,46,29,20.71
2145554,Ulladulla,AU,-35.35,-35.35,63.54,70,91,7.47
8079926,Labuhan,ID,-6.8844,-6.8844,79.9,79,76,7.27
3421765,Nanortalik,GL,60.1432,60.1432,36.03,69,33,9.84
2112802,Hasaki,JP,35.7333,35.7333,53.58,52,9,7.16
2176639,Batemans Bay,AU,-35.7167,-35.7167,66.67,75,91,2.26
5044290,Saint Anthony,US,45.0205,45.0205,46.54,57,1,3.44
1490624,Surgut,RU,61.25,61.25,39.38,93,40,15.66
1510689,Baykit,RU,61.67,61.67,34.27,95,100,9.51
921900,Dzaoudzi,YT,-12.7887,-12.7887,78.69,83,0,0.0
2022083,Kirensk,RU,57.7853,57.7853,30.24,93,79,7.74
1630058,Karaton,ID,-6.3424,-6.3424,78.96,92,33,1.7
1701054,Marawi,PH,7.9986,7.9986,68.65,85,81,2.57
4035249,Lufilufi,WS,-13.8745,-13.8745,83.79,69,94,16.6
1028918,Pemba,MZ,-12.974,-12.974,77.7,88,75,9.22
3430545,Morón,AR,-34.6534,-34.6534,65.57,47,25,1.01
3100127,Drezdenko,PL,52.8383,52.8383,34.65,92,62,5.55
2738381,Lata,PT,40.1629,40.1629,58.75,68,27,2.1
1509844,Boguchany,RU,58.3814,58.3814,35.73,96,100,13.53
110690,Faya,SA,18.3851,18.3851,55.92,27,2,4.34
5126787,Middle Island,US,40.8843,40.8843,54.5,76,75,0.0
2071860,Esperance,AU,-33.8667,-33.8667,58.84,57,24,18.86
3671437,Caucayá,CO,-0.1934,-0.1934,81.18,70,80,1.99
2034691,Songjianghe,CN,42.1859,42.1859,34.52,67,0,3.62
3664980,Boa Vista,BR,2.8197,2.8197,87.78,58,75,5.75
1214488,Meulaboh,ID,4.1363,4.1363,76.75,87,100,1.88
1519385,Sergeevka,KZ,53.88,53.88,45.81,86,60,13.35
1052944,Angoche,MZ,-16.2325,-16.2325,74.12,81,21,9.26
2245170,Podor,MR,16.6527,16.6527,89.55,31,59,0.0
6171633,Ucluelet,CA,48.9329,48.9329,55.27,79,57,1.01
595016,Šalčininkai,LT,54.3,54.3,37.35,90,48,12.06
3533462,Acapulco de Juárez,MX,16.8634,16.8634,73.22,94,90,13.8
2274895,Monrovia,LR,6.3005,6.3005,78.01,86,99,5.12
1734715,Marang,MY,5.2056,5.2056,75.11,91,92,3.87
554535,Kaduy,RU,59.2,59.2,37.81,96,100,5.26
3430443,Necochea,AR,-38.5473,-38.5473,51.04,67,14,19.06
4449620,Vicksburg,US,32.3526,32.3526,79.21,65,1,4.61
3491355,Black River,JM,18.0264,18.0264,84.2,77,79,8.9
7647007,Bariloche,AR,-41.1456,-41.1456,47.95,46,40,25.32
1283285,Jumla,NP,29.2747,29.2747,45.14,81,1,4.59
5972762,Hay River,CA,60.8156,60.8156,46.38,71,75,9.22
890516,Gwanda,ZW,-20.9333,-20.9333,81.99,33,88,4.47
6457397,Bose,IT,45.4612,45.4612,47.91,83,0,4.68
5983720,Iqaluit,CA,63.7506,63.7506,31.69,86,90,11.99
1276037,Bhavāni,IN,11.45,11.45,75.0,92,99,0.76
3924674,Xapuri,BR,-10.6517,-10.6517,84.9,59,94,3.2
211647,Lodja,CD,-3.4833,-3.4833,72.57,84,87,1.05
1624725,Tarakan,ID,3.3,3.3,78.3,94,20,2.3
5509851,Pahrump,US,36.2083,36.2083,72.9,32,45,1.99
1516048,Khovd,MN,48.0056,48.0056,32.94,48,1,7.16
2377457,Nouadhibou,MR,20.931,20.931,68.2,82,0,20.54
2070998,Geraldton,AU,-28.7667,-28.7667,57.61,94,22,4.61
3448903,São João da Barra,BR,-21.6403,-21.6403,72.88,84,6,19.69
286245,Sur,OM,22.5667,22.5667,80.2,66,0,9.48
3414079,Olafsvik,IS,64.8945,64.8945,45.7,89,100,10.96
3372472,Vila Franca do Campo,PT,37.7167,37.7167,66.61,83,6,5.5
797213,Pervomayskoye,RU,43.919,43.919,51.69,94,0,3.96
3887127,Iquique,CL,-20.2208,-20.2208,60.84,73,6,6.24
5919815,Channel-Port aux Basques,CA,47.5702,47.5702,56.05,97,100,8.93
4791259,Virginia Beach,US,36.8529,36.8529,63.19,72,1,4.61
5332191,Butte,US,39.6499,39.6499,54.97,84,90,9.22
2126710,Beringovskiy,RU,63.05,63.05,12.6,74,4,9.19
1563281,Tuy Hoa,VN,13.0833,13.0833,76.62,94,100,9.31
933077,Shakawe,BW,-18.3667,-18.3667,76.55,43,54,3.36
1785036,Zhangye,CN,38.9342,38.9342,43.77,52,91,6.4
2641434,Northam,GB,51.0333,51.0333,53.24,78,100,20.47
5742974,North Bend,US,43.4065,43.4065,55.09,94,90,9.22
6111862,Port Hardy,CA,50.6996,50.6996,51.98,76,75,3.44
698346,Orzhytsya,UA,49.7918,49.7918,40.37,67,20,6.53
509104,Platonovka,RU,52.7106,52.7106,39.79,75,3,8.97
359783,Assiut,EG,27.181,27.181,66.38,48,1,11.36
370457,Maridi,SS,4.9158,4.9158,69.82,89,85,2.68
2372532,Gabú,GW,12.2833,12.2833,75.25,93,100,5.32
4120388,Malvern,US,34.3623,34.3623,78.91,69,24,5.28
60019,Eyl,SO,7.9803,7.9803,76.82,80,15,6.87
6355222,Yulara,AU,-25.2406,-25.2406,71.44,24,40,18.41
1591474,Bac Lieu,VN,9.285,9.285,79.45,85,100,6.15
1734313,Paka,MY,4.6374,4.6374,73.33,94,20,0.0
